label,em,f1,bleu
"(0, 1]",68.99879372738239,76.11722615944569,0.0
"(1, 2]",67.280163599182,76.09630655642921,15.548559556522473
"(2, 4]",60.17274472168906,75.21903676216638,51.823456089995105
"(4, 10]",43.76321353065539,65.66261051094335,59.85415155202423
"(10, 30]",27.735368956743002,54.686090393389364,47.07669853245237
