label,em,f1,bleu
what,25.55615843733044,40.87116088716451,16.81591254838104
who,37.73773773773774,52.76869181991754,11.775163591017131
where,30.985915492957748,47.17896611767434,15.770421260707371
how,28.75399361022364,43.43717756161951,4.945186570672782
when,35.32934131736527,45.75635587447663,10.417039801872336
which,41.88034188034188,55.55446159510754,12.889460663836449
whose,27.77777777777778,48.711384195255164,25.751017148740544
